Month,Year,Gaps,Good,Minimum,Maximum,Mean,Std_Dev,Location,Latitude,Longitude
3,2019,0,7440,0.200,2.345,1.292,0.481,FIJI,-18.1239696,179.0122737
4,2019,0,7200,0.320,2.301,1.302,0.472,FIJI,-18.1239696,179.0122737
5,2019,0,7440,0.294,2.201,1.257,0.468,FIJI,-18.1239696,179.0122737
6,2019,0,7200,0.316,2.160,1.264,0.472,FIJI,-18.1239696,179.0122737
7,2019,0,7440,0.239,2.239,1.265,0.480,FIJI,-18.1239696,179.0122737
8,2019,0,7440,0.160,2.330,1.257,0.502,FIJI,-18.1239696,179.0122737
9,2019,0,7200,0.196,2.333,1.269,0.499,FIJI,-18.1239696,179.0122737
10,2019,0,7440,0.280,2.412,1.287,0.491,FIJI,-18.1239696,179.0122737
11,2019,0,7200,0.328,2.353,1.33,0.477,FIJI,-18.1239696,179.0122737
12,2019,0,7440,0.411,2.468,1.361,0.469,FIJI,-18.1239696,179.0122737
1,2020,0,7440,0.332,2.300,1.333,0.468,FIJI,-18.1239696,179.0122737
2,2020,0,6960,0.266,2.371,1.322,0.482,FIJI,-18.1239696,179.0122737
3,2020,0,7440,0.211,2.323,1.291,0.474,FIJI,-18.1239696,179.0122737
4,2020,0,7200,0.154,2.730,1.276,0.483,FIJI,-18.1239696,179.0122737
5,2020,0,7440,0.163,2.324,1.242,0.479,FIJI,-18.1239696,179.0122737
6,2020,0,7200,0.239,2.292,1.268,0.477,FIJI,-18.1239696,179.0122737
7,2020,0,7440,0.304,2.227,1.302,0.481,FIJI,-18.1239696,179.0122737
8,2020,448,6992,0.270,2.272,1.306,0.489,FIJI,-18.1239696,179.0122737
9,2020,0,7200,0.310,2.368,1.335,0.483,FIJI,-18.1239696,179.0122737
10,2020,0,7440,0.248,2.489,1.356,0.485,FIJI,-18.1239696,179.0122737
11,2020,0,7200,0.241,2.454,1.331,0.481,FIJI,-18.1239696,179.0122737
12,2020,0,7440,0.262,2.407,1.315,0.477,FIJI,-18.1239696,179.0122737
1,2021,0,7440,0.260,2.333,1.331,0.484,FIJI,-18.1239696,179.0122737
2,2021,0,6720,0.209,2.281,1.262,0.479,FIJI,-18.1239696,179.0122737
3,2021,0,7440,0.382,2.414,1.348,0.494,FIJI,-18.1239696,179.0122737
4,2021,0,7200,0.335,2.507,1.397,0.481,FIJI,-18.1239696,179.0122737
5,2021,0,7440,0.195,2.403,1.347,0.477,FIJI,-18.1239696,179.0122737
6,2021,0,7200,0.244,2.368,1.344,0.474,FIJI,-18.1239696,179.0122737
7,2021,0,7440,0.308,2.395,1.372,0.469,FIJI,-18.1239696,179.0122737
8,2021,0,7440,0.344,2.293,1.33,0.462,FIJI,-18.1239696,179.0122737
9,2021,0,7200,0.405,2.236,1.351,0.473,FIJI,-18.1239696,179.0122737
10,2021,0,7440,0.400,2.399,1.373,0.477,FIJI,-18.1239696,179.0122737
11,2021,0,7200,0.291,2.464,1.367,0.484,FIJI,-18.1239696,179.0122737
12,2021,2389,5051,0.292,2.520,1.405,0.513,FIJI,-18.1239696,179.0122737
1,2022,2413,5027,0.337,2.389,1.388,0.454,FIJI,-18.1239696,179.0122737
2,2022,0,6720,0.320,2.441,1.439,0.473,FIJI,-18.1239696,179.0122737
3,2022,2,7438,0.377,2.429,1.449,0.497,FIJI,-18.1239696,179.0122737
4,2022,46,7154,0.454,2.434,1.451,0.485,FIJI,-18.1239696,179.0122737
5,2022,1,7439,0.327,2.366,1.378,0.471,FIJI,-18.1239696,179.0122737
6,2022,0,7200,0.238,2.394,1.365,0.470,FIJI,-18.1239696,179.0122737
7,2022,1,7439,0.258,2.450,1.386,0.474,FIJI,-18.1239696,179.0122737
8,2022,2,7438,0.241,2.433,1.412,0.480,FIJI,-18.1239696,179.0122737
9,2022,2,7198,0.355,2.434,1.427,0.484,FIJI,-18.1239696,179.0122737
10,2022,0,7440,0.466,2.382,1.405,0.485,FIJI,-18.1239696,179.0122737
11,2022,0,7200,0.334,2.392,1.387,0.480,FIJI,-18.1239696,179.0122737
12,2022,1,7439,0.288,2.448,1.424,0.473,FIJI,-18.1239696,179.0122737
1,2023,0,7440,0.196,2.460,1.407,0.472,FIJI,-18.1239696,179.0122737
2,2023,1,6719,0.223,2.497,1.415,0.491,FIJI,-18.1239696,179.0122737
3,2023,8,7432,0.341,2.422,1.388,0.471,FIJI,-18.1239696,179.0122737
4,2023,1,7199,0.444,2.351,1.366,0.466,FIJI,-18.1239696,179.0122737
5,2023,2,7438,0.430,2.281,1.351,0.465,FIJI,-18.1239696,179.0122737
6,2023,3,7197,0.299,2.210,1.285,0.463,FIJI,-18.1239696,179.0122737
7,2023,0,7440,0.179,2.302,1.305,0.476,FIJI,-18.1239696,179.0122737
8,2023,138,7302,0.165,2.398,1.297,0.495,FIJI,-18.1239696,179.0122737
9,2023,4,7196,0.185,2.329,1.326,0.493,FIJI,-18.1239696,179.0122737
10,2023,0,7440,0.326,2.330,1.308,0.483,FIJI,-18.1239696,179.0122737
11,2023,0,7200,0.354,2.246,1.334,0.462,FIJI,-18.1239696,179.0122737
12,2023,1,7439,0.376,2.238,1.344,0.452,FIJI,-18.1239696,179.0122737
1,2024,0,7440,0.249,2.326,1.327,0.453,FIJI,-18.1239696,179.0122737
2,2024,2,6958,0.215,2.462,1.307,0.471,FIJI,-18.1239696,179.0122737
3,2024,6,7434,0.192,2.384,1.303,0.472,FIJI,-18.1239696,179.0122737
4,2024,1,7199,0.276,2.371,1.313,0.471,FIJI,-18.1239696,179.0122737
5,2024,21,7419,0.193,2.339,1.271,0.474,FIJI,-18.1239696,179.0122737
6,2024,1,7199,0.264,2.188,1.256,0.470,FIJI,-18.1239696,179.0122737
7,2024,0,7440,0.239,2.199,1.26,0.468,FIJI,-18.1239696,179.0122737
8,2024,0,7440,0.199,2.320,1.264,0.470,FIJI,-18.1239696,179.0122737
9,2024,3,7197,0.198,2.312,1.287,0.476,FIJI,-18.1239696,179.0122737
10,2024,1,7439,0.286,2.465,1.319,0.469,FIJI,-18.1239696,179.0122737
11,2024,1,7199,0.233,2.401,1.331,0.467,FIJI,-18.1239696,179.0122737
12,2024,1,7439,0.324,2.401,1.356,0.466,FIJI,-18.1239696,179.0122737
1,2025,0,7440,0.322,2.242,1.334,0.472,FIJI,-18.1239696,179.0122737
Totals,33206,2801434,,,,,,FIJI,-18.1239696,179.0122737
Standard,deviation,of,the,observations,=,0.4875,metres,FIJI,-18.1239696,179.0122737
Skewness,=,-0.0212,,,,,,FIJI,-18.1239696,179.0122737
12,1992,3360,4080,0.681,2.734,1.679,0.477,KIRIBATI,0.3448612,173.6641773
1,1993,7440,0,,,,,KIRIBATI,0.3448612,173.6641773
2,1993,6720,0,,,,,KIRIBATI,0.3448612,173.6641773
3,1993,6480,960,0.856,2.424,1.649,0.392,KIRIBATI,0.3448612,173.6641773
4,1993,0,7200,0.515,2.849,1.627,0.501,KIRIBATI,0.3448612,173.6641773
5,1993,4800,2640,0.524,2.717,1.607,0.568,KIRIBATI,0.3448612,173.6641773
6,1993,7200,0,,,,,KIRIBATI,0.3448612,173.6641773
7,1993,240,7200,0.594,2.687,1.628,0.472,KIRIBATI,0.3448612,173.6641773
8,1993,0,7440,0.589,2.876,1.67,0.501,KIRIBATI,0.3448612,173.6641773
9,1993,0,7200,0.477,2.805,1.644,0.516,KIRIBATI,0.3448612,173.6641773
10,1993,0,7440,0.517,2.891,1.675,0.508,KIRIBATI,0.3448612,173.6641773
11,1993,0,7200,0.575,2.923,1.648,0.495,KIRIBATI,0.3448612,173.6641773
12,1993,0,7440,0.615,2.760,1.666,0.482,KIRIBATI,0.3448612,173.6641773
1,1994,3120,4320,0.702,2.788,1.688,0.498,KIRIBATI,0.3448612,173.6641773
2,1994,6720,0,,,,,KIRIBATI,0.3448612,173.6641773
3,1994,7440,0,,,,,KIRIBATI,0.3448612,173.6641773
4,1994,6366,834,0.650,2.744,1.669,0.551,KIRIBATI,0.3448612,173.6641773
5,1994,0,7440,0.587,2.816,1.612,0.476,KIRIBATI,0.3448612,173.6641773
6,1994,260,6940,0.603,2.726,1.6,0.468,KIRIBATI,0.3448612,173.6641773
7,1994,0,7440,0.726,2.803,1.676,0.474,KIRIBATI,0.3448612,173.6641773
8,1994,0,7440,0.673,2.735,1.698,0.478,KIRIBATI,0.3448612,173.6641773
9,1994,0,7200,0.645,2.846,1.739,0.508,KIRIBATI,0.3448612,173.6641773
10,1994,0,7440,0.570,2.916,1.698,0.517,KIRIBATI,0.3448612,173.6641773
11,1994,0,7200,0.587,2.927,1.715,0.501,KIRIBATI,0.3448612,173.6641773
12,1994,480,6960,0.586,2.959,1.735,0.500,KIRIBATI,0.3448612,173.6641773
1,1995,0,7440,0.618,2.871,1.675,0.528,KIRIBATI,0.3448612,173.6641773
2,1995,0,6720,0.538,2.812,1.608,0.507,KIRIBATI,0.3448612,173.6641773
3,1995,720,6720,0.439,2.731,1.564,0.510,KIRIBATI,0.3448612,173.6641773
4,1995,0,7200,0.480,2.713,1.586,0.505,KIRIBATI,0.3448612,173.6641773
5,1995,0,7440,0.521,2.752,1.59,0.481,KIRIBATI,0.3448612,173.6641773
6,1995,0,7200,0.508,2.767,1.565,0.468,KIRIBATI,0.3448612,173.6641773
7,1995,0,7440,0.514,2.787,1.582,0.487,KIRIBATI,0.3448612,173.6641773
8,1995,0,7440,0.470,2.691,1.576,0.500,KIRIBATI,0.3448612,173.6641773
9,1995,0,7200,0.489,2.664,1.584,0.516,KIRIBATI,0.3448612,173.6641773
10,1995,0,7440,0.532,2.785,1.623,0.521,KIRIBATI,0.3448612,173.6641773
11,1995,0,7200,0.530,2.827,1.616,0.509,KIRIBATI,0.3448612,173.6641773
12,1995,240,7200,0.550,2.889,1.656,0.479,KIRIBATI,0.3448612,173.6641773
1,1996,0,7440,0.538,2.947,1.659,0.494,KIRIBATI,0.3448612,173.6641773
2,1996,0,6960,0.429,2.861,1.614,0.522,KIRIBATI,0.3448612,173.6641773
3,1996,0,7440,0.493,2.739,1.616,0.516,KIRIBATI,0.3448612,173.6641773
4,1996,0,7200,0.536,2.652,1.596,0.508,KIRIBATI,0.3448612,173.6641773
5,1996,0,7440,0.630,2.691,1.621,0.496,KIRIBATI,0.3448612,173.6641773
6,1996,0,7200,0.525,2.785,1.59,0.485,KIRIBATI,0.3448612,173.6641773
7,1996,0,7440,0.446,2.812,1.599,0.507,KIRIBATI,0.3448612,173.6641773
8,1996,0,7440,0.420,2.820,1.616,0.519,KIRIBATI,0.3448612,173.6641773
9,1996,0,7200,0.569,2.826,1.642,0.516,KIRIBATI,0.3448612,173.6641773
10,1996,0,7440,0.573,2.711,1.622,0.507,KIRIBATI,0.3448612,173.6641773
11,1996,0,7200,0.641,2.729,1.662,0.491,KIRIBATI,0.3448612,173.6641773
12,1996,328,7112,0.716,2.856,1.714,0.467,KIRIBATI,0.3448612,173.6641773
1,1997,0,7440,0.694,2.968,1.759,0.496,KIRIBATI,0.3448612,173.6641773
2,1997,0,6720,0.586,2.961,1.712,0.527,KIRIBATI,0.3448612,173.6641773
3,1997,0,7440,0.580,2.986,1.821,0.519,KIRIBATI,0.3448612,173.6641773
4,1997,0,7200,0.593,2.891,1.744,0.518,KIRIBATI,0.3448612,173.6641773
5,1997,0,7440,0.687,2.818,1.675,0.497,KIRIBATI,0.3448612,173.6641773
6,1997,0,7200,0.615,2.746,1.662,0.488,KIRIBATI,0.3448612,173.6641773
7,1997,0,7440,0.628,2.814,1.665,0.483,KIRIBATI,0.3448612,173.6641773
8,1997,0,7440,0.534,2.906,1.685,0.508,KIRIBATI,0.3448612,173.6641773
9,1997,0,7200,0.463,2.847,1.651,0.522,KIRIBATI,0.3448612,173.6641773
10,1997,0,7440,0.485,2.869,1.641,0.521,KIRIBATI,0.3448612,173.6641773
11,1997,0,7200,0.491,2.671,1.537,0.503,KIRIBATI,0.3448612,173.6641773
12,1997,0,7440,0.450,2.573,1.503,0.500,KIRIBATI,0.3448612,173.6641773
1,1998,0,7440,0.302,2.604,1.435,0.517,KIRIBATI,0.3448612,173.6641773
2,1998,0,6720,0.167,2.648,1.37,0.518,KIRIBATI,0.3448612,173.6641773
3,1998,0,7440,0.193,2.596,1.407,0.540,KIRIBATI,0.3448612,173.6641773
4,1998,0,7200,0.236,2.587,1.4,0.518,KIRIBATI,0.3448612,173.6641773
5,1998,0,7440,0.418,2.589,1.44,0.474,KIRIBATI,0.3448612,173.6641773
6,1998,0,7200,0.563,2.522,1.48,0.463,KIRIBATI,0.3448612,173.6641773
7,1998,0,7440,0.552,2.547,1.479,0.469,KIRIBATI,0.3448612,173.6641773
8,1998,0,7440,0.457,2.603,1.496,0.475,KIRIBATI,0.3448612,173.6641773
9,1998,260,6940,0.365,2.732,1.52,0.519,KIRIBATI,0.3448612,173.6641773
10,1998,0,7440,0.285,2.663,1.491,0.513,KIRIBATI,0.3448612,173.6641773
11,1998,0,7200,0.326,2.756,1.552,0.509,KIRIBATI,0.3448612,173.6641773
12,1998,0,7440,0.542,2.834,1.605,0.509,KIRIBATI,0.3448612,173.6641773
1,1999,0,7440,0.511,2.683,1.541,0.500,KIRIBATI,0.3448612,173.6641773
2,1999,0,6720,0.417,2.710,1.535,0.508,KIRIBATI,0.3448612,173.6641773
3,1999,0,7440,0.459,2.732,1.578,0.528,KIRIBATI,0.3448612,173.6641773
4,1999,0,7200,0.430,2.757,1.575,0.508,KIRIBATI,0.3448612,173.6641773
5,1999,0,7440,0.551,2.824,1.598,0.494,KIRIBATI,0.3448612,173.6641773
6,1999,745,6455,0.561,2.772,1.586,0.497,KIRIBATI,0.3448612,173.6641773
7,1999,0,7440,0.480,2.656,1.587,0.476,KIRIBATI,0.3448612,173.6641773
8,1999,0,7440,0.586,2.740,1.621,0.498,KIRIBATI,0.3448612,173.6641773
9,1999,0,7200,0.513,2.760,1.602,0.524,KIRIBATI,0.3448612,173.6641773
10,1999,0,7440,0.471,2.681,1.591,0.503,KIRIBATI,0.3448612,173.6641773
11,1999,286,6914,0.515,2.896,1.628,0.513,KIRIBATI,0.3448612,173.6641773
12,1999,0,7440,0.569,2.814,1.643,0.477,KIRIBATI,0.3448612,173.6641773
1,2000,0,7440,0.527,2.850,1.654,0.479,KIRIBATI,0.3448612,173.6641773
2,2000,0,6960,0.505,2.852,1.601,0.506,KIRIBATI,0.3448612,173.6641773
3,2000,0,7440,0.542,2.698,1.612,0.509,KIRIBATI,0.3448612,173.6641773
4,2000,0,7200,0.604,2.706,1.608,0.506,KIRIBATI,0.3448612,173.6641773
5,2000,0,7440,0.588,2.741,1.625,0.495,KIRIBATI,0.3448612,173.6641773
6,2000,0,7200,0.576,2.775,1.614,0.472,KIRIBATI,0.3448612,173.6641773
7,2000,0,7440,0.542,2.834,1.631,0.498,KIRIBATI,0.3448612,173.6641773
8,2000,0,7440,0.565,2.867,1.643,0.512,KIRIBATI,0.3448612,173.6641773
9,2000,0,7200,0.532,2.736,1.659,0.512,KIRIBATI,0.3448612,173.6641773
10,2000,0,7440,0.634,2.693,1.635,0.509,KIRIBATI,0.3448612,173.6641773
11,2000,0,7200,0.633,2.766,1.645,0.486,KIRIBATI,0.3448612,173.6641773
12,2000,0,7440,0.691,2.873,1.662,0.476,KIRIBATI,0.3448612,173.6641773
1,2001,0,7440,0.554,2.845,1.628,0.481,KIRIBATI,0.3448612,173.6641773
2,2001,0,6720,0.495,2.864,1.618,0.501,KIRIBATI,0.3448612,173.6641773
3,2001,0,7440,0.515,2.884,1.666,0.516,KIRIBATI,0.3448612,173.6641773
4,2001,0,7200,0.580,2.815,1.637,0.507,KIRIBATI,0.3448612,173.6641773
5,2001,0,7440,0.615,2.695,1.634,0.489,KIRIBATI,0.3448612,173.6641773
6,2001,0,7200,0.679,2.711,1.635,0.476,KIRIBATI,0.3448612,173.6641773
7,2001,0,7440,0.650,2.826,1.698,0.468,KIRIBATI,0.3448612,173.6641773
8,2001,0,7440,0.596,2.900,1.705,0.485,KIRIBATI,0.3448612,173.6641773
9,2001,0,7200,0.534,2.952,1.7,0.513,KIRIBATI,0.3448612,173.6641773
10,2001,0,7440,0.490,2.835,1.674,0.518,KIRIBATI,0.3448612,173.6641773
11,2001,0,7200,0.636,2.817,1.693,0.494,KIRIBATI,0.3448612,173.6641773
12,2001,0,7440,0.816,2.848,1.791,0.478,KIRIBATI,0.3448612,173.6641773
1,2002,0,7440,0.567,2.872,1.72,0.494,KIRIBATI,0.3448612,173.6641773
2,2002,0,6720,0.473,2.927,1.66,0.499,KIRIBATI,0.3448612,173.6641773
3,2002,0,7440,0.550,2.960,1.713,0.537,KIRIBATI,0.3448612,173.6641773
4,2002,0,7200,0.451,2.758,1.652,0.507,KIRIBATI,0.3448612,173.6641773
5,2002,0,7440,0.629,2.837,1.64,0.478,KIRIBATI,0.3448612,173.6641773
6,2002,0,7200,0.775,2.651,1.66,0.455,KIRIBATI,0.3448612,173.6641773
7,2002,0,7440,0.844,2.855,1.769,0.455,KIRIBATI,0.3448612,173.6641773
8,2002,0,7440,0.629,2.955,1.752,0.483,KIRIBATI,0.3448612,173.6641773
9,2002,0,7200,0.625,2.954,1.747,0.502,KIRIBATI,0.3448612,173.6641773
10,2002,0,7440,0.625,2.932,1.803,0.511,KIRIBATI,0.3448612,173.6641773
11,2002,0,7200,0.607,2.933,1.721,0.496,KIRIBATI,0.3448612,173.6641773
12,2002,0,7440,0.786,2.891,1.725,0.480,KIRIBATI,0.3448612,173.6641773
1,2003,0,7440,0.676,2.743,1.647,0.476,KIRIBATI,0.3448612,173.6641773
2,2003,4280,2440,0.518,2.853,1.633,0.624,KIRIBATI,0.3448612,173.6641773
3,2003,720,6720,0.437,2.774,1.592,0.545,KIRIBATI,0.3448612,173.6641773
4,2003,0,7200,0.485,2.893,1.619,0.520,KIRIBATI,0.3448612,173.6641773
5,2003,0,7440,0.556,2.797,1.602,0.486,KIRIBATI,0.3448612,173.6641773
6,2003,260,6940,0.684,2.766,1.651,0.447,KIRIBATI,0.3448612,173.6641773
7,2003,0,7440,0.641,2.697,1.656,0.463,KIRIBATI,0.3448612,173.6641773
8,2003,0,7440,0.643,2.814,1.704,0.499,KIRIBATI,0.3448612,173.6641773
9,2003,0,7200,0.592,2.863,1.677,0.515,KIRIBATI,0.3448612,173.6641773
10,2003,4580,2860,0.705,2.626,1.666,0.496,KIRIBATI,0.3448612,173.6641773
11,2003,7200,0,,,,,KIRIBATI,0.3448612,173.6641773
12,2003,2165,5275,0.597,2.807,1.687,0.467,KIRIBATI,0.3448612,173.6641773
1,2004,0,7440,0.685,2.889,1.732,0.468,KIRIBATI,0.3448612,173.6641773
2,2004,0,6960,0.597,2.826,1.645,0.494,KIRIBATI,0.3448612,173.6641773
3,2004,0,7440,0.576,2.746,1.65,0.500,KIRIBATI,0.3448612,173.6641773
4,2004,0,7200,0.620,2.848,1.735,0.508,KIRIBATI,0.3448612,173.6641773
5,2004,0,7440,0.634,2.876,1.657,0.482,KIRIBATI,0.3448612,173.6641773
6,2004,0,7200,0.606,2.764,1.701,0.459,KIRIBATI,0.3448612,173.6641773
7,2004,3099,4341,0.638,2.893,1.74,0.515,KIRIBATI,0.3448612,173.6641773
8,2004,0,7440,0.631,2.899,1.748,0.500,KIRIBATI,0.3448612,173.6641773
9,2004,0,7200,0.637,2.754,1.729,0.514,KIRIBATI,0.3448612,173.6641773
10,2004,0,7440,0.696,2.889,1.743,0.511,KIRIBATI,0.3448612,173.6641773
11,2004,0,7200,0.681,2.885,1.741,0.469,KIRIBATI,0.3448612,173.6641773
12,2004,0,7440,0.764,2.935,1.76,0.460,KIRIBATI,0.3448612,173.6641773
1,2005,0,7440,0.552,2.880,1.698,0.478,KIRIBATI,0.3448612,173.6641773
2,2005,0,6720,0.550,3.024,1.753,0.516,KIRIBATI,0.3448612,173.6641773
3,2005,0,7440,0.518,2.923,1.663,0.519,KIRIBATI,0.3448612,173.6641773
4,2005,0,7200,0.505,2.719,1.588,0.502,KIRIBATI,0.3448612,173.6641773
5,2005,0,7440,0.670,2.655,1.612,0.465,KIRIBATI,0.3448612,173.6641773
6,2005,0,7200,0.603,2.667,1.615,0.447,KIRIBATI,0.3448612,173.6641773
7,2005,0,7440,0.626,2.832,1.633,0.444,KIRIBATI,0.3448612,173.6641773
8,2005,0,7440,0.553,2.945,1.684,0.483,KIRIBATI,0.3448612,173.6641773
9,2005,0,7200,0.430,2.893,1.67,0.511,KIRIBATI,0.3448612,173.6641773
10,2005,0,7440,0.555,2.799,1.68,0.522,KIRIBATI,0.3448612,173.6641773
11,2005,0,7200,0.701,2.730,1.686,0.479,KIRIBATI,0.3448612,173.6641773
12,2005,0,7440,0.683,2.778,1.662,0.468,KIRIBATI,0.3448612,173.6641773
1,2006,0,7440,0.492,2.869,1.644,0.501,KIRIBATI,0.3448612,173.6641773
2,2006,0,6720,0.453,2.977,1.634,0.501,KIRIBATI,0.3448612,173.6641773
3,2006,0,7440,0.483,2.960,1.649,0.546,KIRIBATI,0.3448612,173.6641773
4,2006,0,7200,0.658,2.769,1.644,0.498,KIRIBATI,0.3448612,173.6641773
5,2006,0,7440,0.730,2.617,1.638,0.457,KIRIBATI,0.3448612,173.6641773
6,2006,4360,2840,0.781,2.613,1.647,0.388,KIRIBATI,0.3448612,173.6641773
7,2006,1200,6240,0.698,2.801,1.697,0.480,KIRIBATI,0.3448612,173.6641773
8,2006,0,7440,0.621,2.916,1.745,0.481,KIRIBATI,0.3448612,173.6641773
9,2006,0,7200,0.558,2.964,1.722,0.502,KIRIBATI,0.3448612,173.6641773
10,2006,0,7440,0.634,2.955,1.788,0.494,KIRIBATI,0.3448612,173.6641773
11,2006,0,7200,0.727,2.940,1.766,0.483,KIRIBATI,0.3448612,173.6641773
12,2006,0,7440,0.751,2.710,1.691,0.456,KIRIBATI,0.3448612,173.6641773
1,2007,0,7440,0.706,2.846,1.659,0.475,KIRIBATI,0.3448612,173.6641773
2,2007,0,6720,0.497,2.973,1.642,0.513,KIRIBATI,0.3448612,173.6641773
3,2007,0,7440,0.463,2.913,1.619,0.524,KIRIBATI,0.3448612,173.6641773
4,2007,0,7200,0.527,2.879,1.635,0.496,KIRIBATI,0.3448612,173.6641773
5,2007,0,7440,0.605,2.792,1.632,0.466,KIRIBATI,0.3448612,173.6641773
6,2007,3160,4040,0.654,2.672,1.619,0.478,KIRIBATI,0.3448612,173.6641773
7,2007,7440,0,,,,,KIRIBATI,0.3448612,173.6641773
8,2007,1922,5518,0.516,2.800,1.642,0.527,KIRIBATI,0.3448612,173.6641773
9,2007,0,7200,0.467,2.805,1.621,0.517,KIRIBATI,0.3448612,173.6641773
10,2007,0,7440,0.551,2.837,1.627,0.497,KIRIBATI,0.3448612,173.6641773
11,2007,0,7200,0.575,2.831,1.638,0.477,KIRIBATI,0.3448612,173.6641773
12,2007,0,7440,0.591,2.672,1.641,0.454,KIRIBATI,0.3448612,173.6641773
1,2008,0,7440,0.652,2.817,1.62,0.466,KIRIBATI,0.3448612,173.6641773
2,2008,0,6960,0.539,2.714,1.59,0.512,KIRIBATI,0.3448612,173.6641773
3,2008,0,7440,0.486,2.767,1.607,0.503,KIRIBATI,0.3448612,173.6641773
4,2008,0,7200,0.521,2.804,1.634,0.496,KIRIBATI,0.3448612,173.6641773
5,2008,0,7440,0.585,2.781,1.627,0.469,KIRIBATI,0.3448612,173.6641773
6,2008,0,7200,0.591,2.710,1.615,0.454,KIRIBATI,0.3448612,173.6641773
7,2008,0,7440,0.550,2.683,1.599,0.472,KIRIBATI,0.3448612,173.6641773
8,2008,0,7440,0.624,2.755,1.612,0.504,KIRIBATI,0.3448612,173.6641773
9,2008,0,7200,0.567,2.699,1.614,0.516,KIRIBATI,0.3448612,173.6641773
10,2008,0,7440,0.586,2.805,1.625,0.489,KIRIBATI,0.3448612,173.6641773
11,2008,0,7200,0.587,2.753,1.592,0.457,KIRIBATI,0.3448612,173.6641773
12,2008,0,7440,0.570,2.768,1.626,0.461,KIRIBATI,0.3448612,173.6641773
1,2009,0,7440,0.589,2.963,1.66,0.482,KIRIBATI,0.3448612,173.6641773
2,2009,0,6720,0.487,2.871,1.632,0.508,KIRIBATI,0.3448612,173.6641773
3,2009,0,7440,0.514,2.839,1.646,0.525,KIRIBATI,0.3448612,173.6641773
4,2009,0,7200,0.618,2.717,1.643,0.500,KIRIBATI,0.3448612,173.6641773
5,2009,0,7440,0.661,2.712,1.646,0.462,KIRIBATI,0.3448612,173.6641773
6,2009,0,7200,0.608,2.986,1.655,0.468,KIRIBATI,0.3448612,173.6641773
7,2009,0,7440,0.568,2.958,1.699,0.472,KIRIBATI,0.3448612,173.6641773
8,2009,0,7440,0.602,2.960,1.766,0.491,KIRIBATI,0.3448612,173.6641773
9,2009,0,7200,0.673,2.985,1.79,0.512,KIRIBATI,0.3448612,173.6641773
10,2009,0,7440,0.818,2.951,1.823,0.504,KIRIBATI,0.3448612,173.6641773
11,2009,0,7200,0.778,2.899,1.769,0.476,KIRIBATI,0.3448612,173.6641773
12,2009,0,7440,0.707,2.940,1.802,0.472,KIRIBATI,0.3448612,173.6641773
1,2010,0,7440,0.540,2.976,1.712,0.505,KIRIBATI,0.3448612,173.6641773
2,2010,0,6720,0.407,3.006,1.668,0.514,KIRIBATI,0.3448612,173.6641773
3,2010,0,7440,0.393,3.054,1.601,0.547,KIRIBATI,0.3448612,173.6641773
4,2010,0,7200,0.592,2.637,1.57,0.492,KIRIBATI,0.3448612,173.6641773
5,2010,0,7440,0.684,2.589,1.565,0.459,KIRIBATI,0.3448612,173.6641773
6,2010,0,7200,0.623,2.557,1.554,0.450,KIRIBATI,0.3448612,173.6641773
7,2010,478,6962,0.554,2.729,1.579,0.473,KIRIBATI,0.3448612,173.6641773
8,2010,1299,6141,0.464,2.771,1.561,0.478,KIRIBATI,0.3448612,173.6641773
9,2010,271,6929,0.383,2.876,1.578,0.511,KIRIBATI,0.3448612,173.6641773
10,2010,0,7440,0.505,2.818,1.625,0.496,KIRIBATI,0.3448612,173.6641773
11,2010,0,7200,0.582,2.742,1.644,0.484,KIRIBATI,0.3448612,173.6641773
12,2010,0,7440,0.598,2.764,1.636,0.477,KIRIBATI,0.3448612,173.6641773
1,2011,0,7440,0.630,2.901,1.677,0.494,KIRIBATI,0.3448612,173.6641773
2,2011,0,6720,0.520,2.984,1.677,0.518,KIRIBATI,0.3448612,173.6641773
3,2011,0,7440,0.386,2.941,1.68,0.523,KIRIBATI,0.3448612,173.6641773
4,2011,0,7200,0.563,2.977,1.682,0.505,KIRIBATI,0.3448612,173.6641773
5,2011,0,7440,0.681,2.784,1.679,0.465,KIRIBATI,0.3448612,173.6641773
6,2011,0,7200,0.658,2.685,1.659,0.460,KIRIBATI,0.3448612,173.6641773
7,2011,0,7440,0.655,2.794,1.673,0.484,KIRIBATI,0.3448612,173.6641773
8,2011,0,7440,0.560,2.854,1.704,0.513,KIRIBATI,0.3448612,173.6641773
9,2011,0,7200,0.455,2.871,1.651,0.524,KIRIBATI,0.3448612,173.6641773
10,2011,3798,3642,0.610,2.891,1.688,0.526,KIRIBATI,0.3448612,173.6641773
11,2011,0,7200,0.635,2.880,1.683,0.477,KIRIBATI,0.3448612,173.6641773
12,2011,0,7440,0.663,2.793,1.64,0.466,KIRIBATI,0.3448612,173.6641773
1,2012,0,7440,0.702,2.805,1.669,0.485,KIRIBATI,0.3448612,173.6641773
2,2012,0,6960,0.589,2.864,1.659,0.521,KIRIBATI,0.3448612,173.6641773
3,2012,0,7440,0.527,2.893,1.673,0.500,KIRIBATI,0.3448612,173.6641773
4,2012,0,7200,0.592,2.940,1.715,0.498,KIRIBATI,0.3448612,173.6641773
5,2012,0,7440,0.579,2.943,1.692,0.491,KIRIBATI,0.3448612,173.6641773
